User,Comment,ImageURL,CommentId,Index,Type
hunguy_,"@asinum_faciem her name is simpleFliPS, so she is probably a triggered at dolphin. I am absolutely surprised that she could type with her fins, don't expect understanding of basic human facts. Dolphins do not find swimming in sea dangerous any fat they are",,arn9xVX,0,C
grt2310,"Toronto here, it’s the lamest ad",,arn9xVX,0,C
balleduquebec,"@raffox2 it is useful tho and it’s a proper target audience.
Just found it ridicule to try to promote that a morbidly obese woman could do any sport like surfing when she’s obviously far from able to surf.",,arn9xVX,0,C
balleduquebec,"@steveperry1 haha j’écoute souvent du sport en streaming dont la finale de basket-ball en ce moment. Vu que c’est des postes américains, c’est super commun",,arn9xVX,0,C
onanymous999,@balleduquebec fitbit? i think its time they change brand to fatbit lol,,arn9xVX,0,C
tangerinesunse,"@balleduquebec I can’t see how large she is but she doesn’t seem a ton larger than I am. Overweight surfers are NOT common. This is an actress doing her best. 

The more I think about it the more I’m annoyed that they chose someone who was this size and NOT good at surfing. The fact is, they should have chosen a more athletic overweight/obese person to do the commercial.

It’s seriously adding to peoples misunderstandings of fat peoples abilities and skills. Fat on the body doesn’t necessarily mean totally out of shape and no muscles. There’s a lot of reason an athletic and strong person might also be obese.

This is literally WHY the fat acceptance movement is important.

I’ve been large my whole life and have a hormone issue. It’s invisible minus my obvious weight. All my life I have been shamed for this. But that doesn’t piss me off as much as when people assume that this body type also means I’m weak and a lazy loser.",,arn9xVX,0,C
balleduquebec,"@tangerinesunse I’ve played American football for ten years and seen O-linemen and D-linemen being HUGE athletes. Our left tackle in high school had quicker feet than me, could do the split and was biking all summer. My close friend’s 6’4 280 lbs with a fat looking upper body but crazy muscly legs. He’s better than me at spikebalI and surfed last summerI know what you’re talking about and I’m with you on this. However, they’re not showing what you’re talking about. They’re showing a morbidly obese woman with legs bending inside and who can barely handle herself, to finally portrait her as an active woman. They’re not using the right example to show that overweight people can be good athletes. She’s unhealthy and we should not lie to ourselves that she’s not by showing 1 sec cut scenes of her trying not to drown on a surfboard.",https://img-comment-fun.9cache.com/media/are5M3X/aVB7qEzD_700w_0.jpg,arn9xVX,0,C
sarevok_anchev,"@balleduquebec companies only care about money. As the obese population is increasing, sports companies are trying to make them feel athletic so that they can sell their products to the fat demography as well.",,arn9xVX,0,C
cheezburger3008,@nickgurrrrr some strong 1984 vibe here. War is peace! Freedom is slavery!,,arn9xVX,0,C
nexrex82,"@balleduquebec reminds me of an ongoing add in the Netherlands for some female product, I dunno, but it's a clearly obese woman ice skating and being ""active"" while being protected from her liquids going all over the place I guess.

I keep being worried she's going through the ice. In a hockey hall.",,arn9xVX,0,C
nexrex82,@insane_bullseye yes this bs! Omg pisses me off every time I see it!,,arn9xVX,0,C
nickgurrrrr,"@cheezburger3008 i didn't understand what you are trying to say, please elaborate captain",,arn9xVX,0,C
cocainecola,@blogfly They have to cut it off her,,arn9xVX,0,C
pumaloco,@balleduquebec So this is why the sea levels are rising,,arn9xVX,0,C
cheezburger3008,@nickgurrrrr https://owlcation.com/humanities/The-Meaning-of-War-is-Peace-Freedom-is-Slavery-and-Ignorance-is-Strength-in-Orwells-1984,,arn9xVX,0,C
bembp,The comment secrion on the YT video is golden.,,arn9xVX,0,C
warwarwar2112,@balleduquebec Even deadsea can not stand a chance,,arn9xVX,0,C
12iminazoo,@blogfly I love the top comment on the youtube :),,arn9xVX,0,C
meras_opinioes,"Thought you meant ""without a good cake"". Sorry miss read ;)",,arn9xVX,0,C
spac3ghost,"Because of you i read the YouTube comments and holy shit we are so alike, how in the majestic fuck did the majority collectively move in the wrong direction?",,arn9xVX,0,C
cocainecola,"@spac3ghost No idea. I know the ghey market has plenty of $ to spend. But the obese market likely don't have the same financial appeal. 

Statistics show if you're obese you're most likely in the lower socio-economical segment. 

Maybe they're aiming for the pity money from those skinny good looking high earners to make them feel like they are doing something good by shopping with them.",,arn9xVX,0,C
ninjacheese,@balleduquebec haha I got to see that one hahaha,,arn9xVX,0,C
wizzerd,"@blogfly my god check the comment section on that video, and have a lovely day",,arn9xVX,0,C
xioakiyo,@balleduquebec Holly shit gonna watch this shit.,,arn9xVX,0,C
xioakiyo,@balleduquebec She accidentally install Fatbit instead of Fitbit,,arn9xVX,0,C
momsblowjob,@balleduquebec i saw it and was like. Better give shocks when ya eat too much,,arn9xVX,0,C
auskaa,@balleduquebec those comments Under the yt video Are awesome.,,arn9xVX,0,C
ahabwhaleslayer,"@balleduquebec I mean, the spot shows her playing in the white water with small/no waves which is probably something she can do to get in shape and lay the foundation for surfing. 

But yeah, it IS a little problematic. I am quite fit and if I don't get my cardio up 2-3 weeks before my occasional surfing trip, the sea will literally murder me. 
Still more of a beginner, sure, and clean technique might improve things further in the future ... but, honestly, I don't think you can surf a proper spot without a high fitness level and even attempting it is super dangerous. 
Therefore, the spot should probably come with a disclaimer.",,arn9xVX,0,C
adam10793,"@spac3ghost progression and movement, unfortunately, doesn't move with majority. It happens with volume. A room of 100 people  could be 90-10 happy to unhappy and you'd think the majority are unhappy because the happy people would sit back and not have much to say, there's no need, things are fine. The angry people however, they won't stop going on and on and on and on. They make themselves sound like the majority.",,arn9xVX,0,C
niuswe,@fakestslimshady yes. God forbid Fitbit trying to help fat people get in shape? Is the watch made just for those who are athletic already? Nice logic,,arn9xVX,0,C
kommenthuszar,"@balleduquebec I mean FitBit might even have a valid point with overweight cast, since their product is as much targeted for fit people as for those who want to get fit (usually fat / overweight people). I'm okay with this, I see the point, and I also totally agree with Jordan.",,arn9xVX,0,C
ahabwhaleslayer,"@niuswe I agree with that general sentiment. However, surfing in particular requires a reasonably high fitness level to even start ... And suggesting that she could do it is not only distorting reality - it's flat out dangerous.",,arn9xVX,0,C
domezx,"@balleduquebec That's fucking hilarious, is the video still up ?",,arn9xVX,0,C
serialchiller86,@balleduquebec VERY different from the woman on the cover he was commenting about tho,,arn9xVX,0,C
adam10793,"@niuswe it's all about perception when it comes to advertisement. You see it that they should use her for this advert as it looks like she's trying to get fit.

I see it like ""well this person looks active and is still morbidly obese. Maybe activity doesn't make you slim, healthy and attractive."".",,arn9xVX,0,C
kevinkbonner,"@balleduquebec no wax on the board either, even if you were a healthy experienced surfer you wouldn't be able to grip and standup.",,arn9xVX,0,C
daniyalsaleem3,@mrda47 sus,,arn9xVX,0,C
finding_cena,@balleduquebec Chunkz is clearly doing his best here guys...,,arn9xVX,0,C
inkvaders,@balleduquebec hahahaha holy shit,,arn9xVX,0,C
ericcartman_64,@balleduquebec shaniqua mmmmmm hmmmm,,arn9xVX,0,C
ebinjeggu,"@feraplon bro that's a sperm whale, orcas dont hunt them",,arn9xVX,0,C
tikka_ctr762,@simpleflips good point,,arn9xVX,0,C
random_guy023,@kzourob232 Bless you mate! Apparently searching 'fat woman advertisement does surf' won't show this video.,,arn9xVX,0,C
batdan08,@suck_my_crease Ursula,,arn9xVX,0,C
9vipthe,@balleduquebec lol.. greenpeace come here,,arn9xVX,0,C
dafuqueer,Fucking hate that shit. Be fat at a Mcdonalds commercial or something,,arn9xVX,0,C
el_habibi,"@balleduquebec I think the message of that ad is get of your ass and workout rather than ""that body is athletic"". That's how I took it at least.",,arn9xVX,0,C
acegear,@balleduquebec picture alone a shark would have an heart attack eating that whale,,arn9xVX,0,C
mylittlepwnyz,"@balleduquebec ironic you talk about cuts seeing as this entire interview seems to be pieced together. but its fine there i guess, right?",,arn9xVX,0,C
kkk1000,@0po remember to read the YT comments. lol,,arn9xVX,0,C
greeper,@balleduquebec sure this is a woman?,,arn9xVX,0,C
jimibo,@balleduquebec more like FatBit,,arn9xVX,0,C
dafuqisthat91,"@balleduquebec well, she's a bit fit.",,arn9xVX,0,C
susung,@suck_my_crease if you still watch ads on YouTube these days it's kinda your fault,,arn9xVX,0,C
monsterelf,@balleduquebec the like/dislike ratio casual users don't know about,https://img-comment-fun.9cache.com/media/apM9B8/a0Mpr607_700w_0.jpg,arn9xVX,0,C
feindflug,"@balleduquebec ""she almost died"" ... bullshit ... fat floats",,arn9xVX,0,C
d33p6,"@balleduquebec well, fitbit is kinda different. It can be seen as something to help get the fatties in shape… so it makes more sense in this case.",,arn9xVX,0,C
pjbny,"@recoverdomain0 not really , those obese people will never take up enough will power and courage to actually invest in some fitbit. Most they can do is 1 day not eating fries with burger in McD. Those devices are primarily bought by people who already active do sports.",,arn9xVX,0,C
t3ssalar1us,@balleduquebec 43mil views. 3k likes..,https://img-comment-fun.9cache.com/media/aQP2YwW/akR6EV9G_700w_0.jpg,arn9xVX,0,C
pjbny,"@t3ssalar1us uh oh, wonder how many dislikes are there. My bet, 200 000.",,arn9xVX,0,C
mrdrogoo9,Ohk,,arn9xVX,0,C
1eviljesus,@klmochl lmfao!,,arn9xVX,0,C
phillipsglenn,"@tristanpuissan Alot of American commercials are the same. Very few ""white families"" anymore. Always mixed/interracial. Same thing with ""friends"" hanging out. Always the village people",,arn9xVX,0,C
fakestslimshady,"https://youtu.be/sYN5dOvr5MU
I did my part",,arn9xVX,0,C
3latko,@balleduquebec,https://img-comment-fun.9cache.com/media/alopz3/akR6EoDd_700w_0.jpg,arn9xVX,0,C
derekgorilgag,"@simpleflips hahaha. Sure bud. That's absolutely fair, however, this is a COMMERCIAL about being healthy, and she can't even pretend to stand on the an board. So it's PROVING the point that if you get to that weight there's shit you cannot do. Sure, she should go take varying lessons somewhere. Not try to pretend it's what she does for leisure",,arn9xVX,0,C
ness_tea,That’s not a woman … that’s Patrick Star a transgender YouTube makeup artist,,arn9xVX,0,C
cvonw,"@balleduquebec maybe not the best idea to swim this far if you´re cleary a beginner, but whats wrong about encouraging unfit people to try sports? Also, most athletes already have a sports watch, so its just natural to target new audiences ;-)
btw, i like the marc rebillet vibes.",,arn9xVX,0,C
chuck127,@cvonw no issues there but surfing is not à casual sport in a friendly element. You can litterally drown if you are not carefull as you are with a force of nature that will not be so forgiving at times. Getting on a paddle board in a calm water setup might make more sense thought.,,arn9xVX,0,C
monsterelf,@pjbny spirit says 8.3K dislikes,,arn9xVX,0,C
gbo321,"@balleduquebec totally agree. I'm 200 pounds. Girl, I look more like 160 pounds because of my proportions, I know I'm obese, even if my doctor tell me I'm not... Crazy I know. I really dont like publication that promote obesity to be healthy. I'm also from Quebec and everything people push on us to tell us that being overweigth is healthy makes me sick.",,arn9xVX,0,C
crickyrick,Doesn't look like female.,,arn9xVX,0,C
brandari,"I am the most universal evil of all: white, middle aged, heterosexual and with a BMI under 25. 
On a woke fest, they would set me on fire and drag me around the streets.",,arn9xVX,0,C
asinum_faciem,@monsterelf Looks like someone mistook the the like button for the dislike and changed it. Probably from Australia.,https://img-comment-fun.9cache.com/media/ax1qnb/abAVqZg2_700w_0.jpg,arn9xVX,0,C
fknsnowflake,@balleduquebec i thought the exact same thing about this commercial. They wven say dont do this at home because they have professionals in the video doing the stunt hahaa,,arn9xVX,0,C
bipboopbip,"@fakestslimshady Stay with Garmin, no bullshit, it just works",,arn9xVX,0,C
marycosta,@balleduquebec but maybe the idea is to encourage overweight people to START sports to get healthier. So they see this and realize they can and that's no shame in it. Everyone starts somewhere.,,arn9xVX,0,C
victorian1987,"To workout you don't need fitness clothing, just go and move your *ss.",,arn9xVX,0,C
balleduquebec,"@marycosta i agree that it’s the path they should follow. However, it’s not what the body positivity movement’s about. By saying they should be encouraged to start sport and get healthier, you’re implying that they’re not healthy and should change, which is considered fat phobic. What we see’s obese people being portrait as healthy and active as fit people like their weight doesn’t matter. That’s why she has a 90 pulse and ‘’surf’’ for fun instead of working out like she should. Problem is, they’re lying to themselves and we should pretend like she’s in shape, can surf and is as healthy as fit people. That’s what the problem is, the hypocrisy",,arn9xVX,0,C
neroots,@balleduquebec 138 likes for more than 34k views.,https://img-comment-fun.9cache.com/media/aqemvnZ/a0MpZP0p_700w_0.jpg,arn9xVX,0,C
sarwhut,@balleduquebec https://www.youtube.com/watch?v=sYN5dOvr5MU,,arn9xVX,0,C
_mieow,"@blogfly holy shit. Thanks for link, the comments were gold tho.",,arn9xVX,0,C
stevedangle67,@balleduquebec Why would she die? Whales are natural swimmers.,,arn9xVX,0,C
balleduquebec,"@neroots pretty sure they’re entitled to the point that they think everyone’s wrong except them. But hey, 0 dislike tho",,arn9xVX,0,C
jopantonio,@sarwhut The comment section there is gold,,arn9xVX,0,C
neroots,"@balleduquebec I do not think it is about to be right or wrong.
Any business care for one thing and one thing only: Profit. If they with those advertisement can make it, they will keep doing it.

Practical example happened few weeks ago here in Brasil. Volkswagen  does have a car named Polo, here ok ? This car in 2019 was ranked 16th in sales. In 2021/22 it fall to the 54th. No body talked about it any more. 

Than they made a publicity using a gay couple. It was news for weeks. Every body talked about it. If it pumped they sales, they will do it again. If not, they will not do it anymore. Simple as it.

And bout the specific watch, USA is a great public to it.  Maybe some teen minded be compelled to buy it.",,arn9xVX,0,C
armbarsquadcar,"@balleduquebec that body has no power, unless you count gravitational pull.",,arn9xVX,0,C
mangome,That was a woman?? Thought it was a man...,,arn9xVX,0,C
sephiroth654,@balleduquebec genuinely thought the same thing watching it,,arn9xVX,0,C
wilhelm83,"@balleduquebec as a fellow quebecer, why are ya tackling this? Why care?",,arn9xVX,0,C
wilhelm83,@tristanpuissan we dont have thoses commercials in quebec...,,arn9xVX,0,C
balleduquebec,@wilhelm83 because I’m watching the NBA playoffs on stream lately and see this ad a lot. I find it ridiculous and the post made me thought about it,,arn9xVX,0,C
reaktorschmelze,"@blogfly haha, the comments on this vid are gold.",,arn9xVX,0,C
yrugae94,@balleduquebec please share the link so ican laugh about it,,arn9xVX,0,C
lanelabambele,"Guys i have something to tell you: fat peolple surfing is good, even if they cannot stand up. Same goes for swimsuit models: how the fuck are fat people gonna see what model fits them???",,arn9xVX,0,C
kevinkbonner,"@lanelabambele this fat lady isn't surfing... there is no wax on the board, she can not balance the board while paddling, she would not be able to paddle the board into a wave, she would not be able to even lift to her knees on the board.",,arn9xVX,0,C
lanelabambele,"@kevinkbonner was surfing with a fat friend who could only kneel on the board. We were happy for this step of his progress and also that there were wetsuits of his size. 
I haven’t seen the ad, but think empowering fat people doing sports is better than to shame them for being fat AND for doing sports",,arn9xVX,0,C
kevinkbonner,"@lanelabambele You know what, you're right, when I see a clear fraud faking a lifestyle or sport I feel empowered and motivated to be like them.",,arn9xVX,0,C
sephiroth654,@kevinkbonner pmsl...nail...on...head,,arn9xVX,0,C
sephiroth654,"@lanelabambele I get your point. If I see an overweight person running or at the gym, I'll root for them.....but this is an actor, being a corporate shill to push a social narrative that being fat is healthy.
I wish you were right....but it's not their narrative.",,arn9xVX,0,C
lanelabambele,"@kevinkbonner hate the company, not the cause",,arn9xVX,0,C
loomyboomy,In ads it’s always the fat people in gym and the skinny people eating fast food.,,arn9xVX,1,P
benzodiazepete,@loomyboomy You’ve cracked it! Seriously. No guff. A good argument to load in the mag.,,arn9xVX,1,C
kindreed,"@loomyboomy Well, in Walmart ads they show functioning adults and movie characters rather than the disheveled walking corpses and swine lords.

(Found this random ad btw: https://www.youtube.com/watch?v=5MDwYH-hJVY)",,arn9xVX,1,C
bulbasore,@benzodiazepete You don't get a metaphor more American than that,,arn9xVX,1,C
frenger2,"@loomyboomy In ads fat people in gym, is not true",,arn9xVX,1,C
lightyagami362,"@loomyboomy shouldn't ""fat people be in the gyms?""  You want ""fat people"" to be healthy, yet you're shaming ""fat people"" being in gyms.  Can you decide on how you really feel?",,arn9xVX,1,C
fbi_not,@loomyboomy they are trying to plant in people’s mind that eating fast food doesnt kill you,,arn9xVX,1,C
crimsonwings90,"@loomyboomy it's more effective for gym ads to target unhealthy people because the healthy people are already most likely customers. On the other hand, fast food ads has been slef aware that their food is umhealthy. That's why they are trying to change that perspective by introducing beautiful healthy models and ""salads with a side of diet code"". But we all know its just marketing.",,arn9xVX,1,C
xmarwinx,"@lightyagami362 not real people, people in ads you clown",,arn9xVX,1,C
caspars,@loomyboomy Never watched Tell Sell commercials? “Buy now Ab 3000 or fibrofit”. Or the power plate for your belly that loses fat in no time!  Those are ripped gym people. But the target people are lazy fatt fuckers. No well trained person would buy that crap. Because there is no shortcut in life for losing fatt,,arn9xVX,1,C
cw64,"@loomyboomy ""Too fat? Buy this!"" . ""Too skinny? Buy this"" . ""Sick? Buy this!"" . ""Healthy? Buy this!""

Ever wonder if there was something more to life than ""Buy this!""?",,arn9xVX,1,C
dr_salvation,"@loomyboomy to be fair, it's the fat people who need the gym so it makes sense they're the ones who should be in there in ads. And fast food would probably want to avoid showing how fat they can make you so they only show skinny people in there, which also, to be fair, they can afford to put up some pounds lol.",,arn9xVX,1,C
ajppepe,"@loomyboomy fat and ugly people also deserves love and respect. They must be included. I'm sure people who started these campaigns were expecting that. But just like everything else, stupid people has turned this into something very stupid. Just like feminism.",,arn9xVX,1,C
mf_obvious,"Fat people in swimsuits!** don't alter reality..

Fat ppl in gym is what needs to be done.",,arn9xVX,1,C
34u5gy645gyu6,@loomyboomy that's because they want to deceive you on purpose.,,arn9xVX,1,C
bidonvie,"Gym is not for fat people only, it is for everyone. People should buy books about nutrition. If healthy people don’t go to the gym anymore they will get fat slowly if they don’t change anything about their nutrition. If fat people go to the gym they will get a bit more healthy in apparence but how it will be inside if nothing changed about their nutrition? And going to the gym one week will not resolve anything, all the efforts must be put on the nutrition, if you wanna see some real results  it could take a year. It’s all about motivation, and when you see all the efforts you have to do at the gym, you will not crack and go to a fastfood as often as before",,arn9xVX,1,C
notfartman,@bidonvie have you seen alcohol ads?,,arn9xVX,1,C
bidonvie,@notfartman  Tell me,,arn9xVX,1,C
fles123,"@benzodiazepete That's kinda the point no? 
It's good marketing if you wanne target a group of people why are not going to the gym and need to go. Which group would need it the most the skinny people who prob already do some sport or don't really need to sport in the first place or a group who probably do not sport and need to for health reasons?",,arn9xVX,1,C
apricotblossome,@loomyboomy I get the fat peeps in the gym. I really do but you expect me to believe everyone eating in McDonald's isn't slightly fat for the most part? Hell nah. I know cause I'm one of em.,,arn9xVX,1,C
iwishihadeyes,"@caspars in this is different, you have a product that won’t work as advertised, so you need a jacked person to ad it so the viewer think. That guy used that to get to this. Gyms don’t need to prove they work, they need to convince the people who are ashamed to go to a gym thinking there will be only jocks there to go to the gym.",,arn9xVX,1,C
toblchi,@loomyboomy what it supposed to be in real life but it’s unfortunately not,,arn9xVX,1,C
ajdonbelivit,@loomyboomy never saw a gym ad with fat folks...when it comes to advertising for the place all are sexy and ripped but when they advertise some training program then there might be fat sweaty ppl with smile on their faces.,,arn9xVX,1,C
loomyboomy,@ajdonbelivit I saw a gatorade ad with a fat black lady in it.,,arn9xVX,1,C
dare_u,"@frenger2 Well, since a while I often see fat people doing sports in Commercials but skinny people offering food on lieferando and I also watched the Trend that 9gaggers love fat people (thicc) but often hates Athletic women.",,arn9xVX,1,C
upshaker,"He typically leans into sensible dialogue, but that ending was unusually abrasive. Kinda surprised me tbh",,arn9xVX,2,P
sephirothbd,@upshaker it’s because Twitter was very aggressive this time round,,arn9xVX,2,C
harisonbergeron,"@upshaker After spending time on twitter and youtube and facebook, you become abrasive in response to the high volume of feces being spewed at you through your screen",,arn9xVX,2,C
666_satan_999,"@upshaker in never seen him so upset nor so rude in his words, so i can only imagine what kind of things he saw to make him be so agressive",,arn9xVX,2,C
dcolak,"@upshaker at last, he´s back",,arn9xVX,2,C
zeroxmachine,"@666_satan_999 mr. Peterson seems to really want people to realize that the shit media feeds then everyday is unhealthy he really does. Id become frustrated when your efforts to make people realize idolizing unhealthy behaviors is what make the poor become poorer and society lazier as a whole.

Youre trying to help people and they get pissed off because their reality is hard to hear. Id be angry at tjmes too",,arn9xVX,2,C
averdjski,@upshaker I loved the ending. That was a perfect full stop to the arguing point.,,arn9xVX,2,C
pokemonred4200,Heard they fired him from university of Toronto the mans fed up lol,,arn9xVX,2,C
themarouuu,@upshaker dope av pic :D,,arn9xVX,2,C
dopamein,"@upshaker 
Abrasive Yes.
Accurate Yes.
Truthful Yes.",,arn9xVX,2,C
ida_felterkunt,@upshaker he's getting tired of having to explain reality to a bunch of delusional children,,arn9xVX,2,C
merianmorwening,@upshaker he is desperatly trying to create more attention around himselg because his latest tour didnt sell too well,,arn9xVX,2,C
hip43,"@pokemonred4200 what, why?",,arn9xVX,2,C
cohiba99,@upshaker Peterson has been slowly loosing over the past few years. he should focus on psychoanalysis rather than politics. rather than do this weird thing where he tries to pass his politics as psychoanalysis.,,arn9xVX,2,C
